Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
CONVENE AS,2019,NARVIK,123666,18196855,0.0068,0.68
FIRST RENT A CAR NORWAY AS,2019,NARVIK,46616,18196855,0.0026,0.26
HOTEL LINK AS,2019,NARVIK,38461,18196855,0.0021,0.21
RENTOKIL INITIAL NORGE AS,2019,NARVIK,30901,18196855,0.0017,0.17
BERGEN KONGRESS & KULTUR AS,2019,NARVIK,28869,18196855,0.0016,0.16
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,NARVIK,24900,18196855,0.0014,0.14
LOOMIS NORGE AS,2019,NARVIK,18957,18196855,0.001,0.1
RAC NORWAY AS,2019,NARVIK,7527,18196855,4e-4,0.04
ATLANTIC MICE TIBE AS,2019,NARVIK,5080,18196855,3e-4,0.03
CONVENE COLLECTION AS,2019,NARVIK,5898,18196855,3e-4,0.03
VIKING REDNINGSTJENESTE AS,2019,NARVIK,6147,18196855,3e-4,0.03
KLETOR AS,2019,NES,63586,144221,0.4409,44.09
HOTEL LINK AS,2019,NES,33705,144221,0.2337,23.37
BERGEN KONGRESS & KULTUR AS,2019,NES,18176,144221,0.126,12.6
CONVENE AS,2019,NES,11485,144221,0.0796,7.96
ECURA CARE AS,2019,NES,10050,144221,0.0697,6.97
EGENCIA NORWAY AS,2019,NES,4800,144221,0.0333,3.33
KONTROLL OG RÅDGIVNING AS,2019,NES,2419,144221,0.0168,1.68
KLETOR AS,2019,NESBYEN,682165,935135,0.7295,72.95
RETURA VAL-HALL AS,2019,NESBYEN,214538,935135,0.2294,22.94
CONVENE AS,2019,NESBYEN,35339,935135,0.0378,3.78
UNIVERSAL PRESENTKORT AS,2019,NESBYEN,3093,935135,0.0033,0.33
EMPLOI HELSE AS,2019,NESNA,1176154,1246496,0.9436,94.36
CONVENE AS,2019,NESNA,44184,1246496,0.0354,3.54
LEGEFORMIDLING I NORGE AS,2019,NESNA,26158,1246496,0.021,2.1
ACCURATE CARE AS,2019,NESODDEN,1749115,1960552,0.8922,89.22
HOTEL LINK AS,2019,NESODDEN,53825,1960552,0.0275,2.75
ECURA CARE AS,2019,NESODDEN,34600,1960552,0.0176,1.76
UNIVERSAL PRESENTKORT AS,2019,NESODDEN,31393,1960552,0.016,1.6
RENTOKIL INITIAL NORGE AS,2019,NESODDEN,22700,1960552,0.0116,1.16
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,NESODDEN,16200,1960552,0.0083,0.83
BERGEN KONGRESS & KULTUR AS,2019,NESODDEN,16100,1960552,0.0082,0.82
LOOMIS NORGE AS,2019,NESODDEN,13553,1960552,0.0069,0.69
LOWELL NORGE AS,2019,NESODDEN,6712,1960552,0.0034,0.34
ALEKTUM AS,2019,NESODDEN,4851,1960552,0.0025,0.25
CONVENE COLLECTION AS,2019,NESODDEN,4732,1960552,0.0024,0.24
KONTROLL OG RÅDGIVNING AS,2019,NESODDEN,3798,1960552,0.0019,0.19
FIRST RENT A CAR NORWAY AS,2019,NESODDEN,2973,1960552,0.0015,0.15
ECURA CARE AS,2019,NISSEDAL,273556,301426,0.9075,90.75
UNIVERSAL PRESENTKORT AS,2019,NISSEDAL,27870,301426,0.0925,9.25
EDEN SPRINGS (NORWAY) AS,2019,NOME,34294,68078,0.5037,50.37
CONVENE AS,2019,NOME,31372,68078,0.4608,46.08
MOTION PICTURE LICENSING COMPANY NORGE AS,2019,NOME,2412,68078,0.0354,3.54
FOCUS CARE NORGE AS,2019,NORD-AURDAL,220849,333395,0.6624,66.24
RETURA VAL-HALL AS,2019,NORD-AURDAL,101946,333395,0.3058,30.58
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,NORD-AURDAL,5700,333395,0.0171,1.71
CONGRESS CONFERENCE AS,2019,NORD-AURDAL,4900,333395,0.0147,1.47
WORKNORWAY GROUP AS,2019,NORD-FRON,1015777,1567032,0.6482,64.82
LEGEPARTNER AS,2019,NORD-FRON,443648,1567032,0.2831,28.31
HOTEL LINK AS,2019,NORD-FRON,64350,1567032,0.0411,4.11
CONVENE AS,2019,NORD-FRON,32709,1567032,0.0209,2.09
EDEN SPRINGS (NORWAY) AS,2019,NORD-FRON,10548,1567032,0.0067,0.67
BERGEN KONGRESS & KULTUR AS,2019,NORD-ODAL,9927,18789,0.5283,52.83
EDEN SPRINGS (NORWAY) AS,2019,NORD-ODAL,8862,18789,0.4717,47.17
DEDICARE AS,2019,NORDKAPP,239725,375484,0.6384,63.84
TOMA BARENTSRENT AS,2019,NORDKAPP,128876,375484,0.3432,34.32
BERGEN KONGRESS & KULTUR AS,2019,NORDKAPP,6883,375484,0.0183,1.83
ACCURATE CARE AS,2019,NORDRE FOLLO,3008177,6424452,0.4682,46.82
NORDIC CARE AS,2019,NORDRE FOLLO,1289980,6424452,0.2008,20.08
TJENESTECOMPAGNIET OSLO AS,2019,NORDRE FOLLO,628127,6424452,0.0978,9.78
HELSELEVERANDØREN AS,2019,NORDRE FOLLO,481001,6424452,0.0749,7.49
KONSTALI HELSENOR AS,2019,NORDRE FOLLO,397308,6424452,0.0618,6.18
HOTEL LINK AS,2019,NORDRE FOLLO,202476,6424452,0.0315,3.15
CONVENE COLLECTION AS,2019,NORDRE FOLLO,121760,6424452,0.019,1.9
TJENESTECOMPAGNIET AS,2019,NORDRE FOLLO,57204,6424452,0.0089,0.89
POLYGON AS,2019,NORDRE FOLLO,43917,6424452,0.0068,0.68
RAMIRENT AS,2019,NORDRE FOLLO,30533,6424452,0.0048,0.48
ARRIVA AS,2019,NORDRE FOLLO,28511,6424452,0.0044,0.44
CONVENE AS,2019,NORDRE FOLLO,28131,6424452,0.0044,0.44
EGENCIA NORWAY AS,2019,NORDRE FOLLO,21995,6424452,0.0034,0.34
BERGEN KONGRESS & KULTUR AS,2019,NORDRE FOLLO,20882,6424452,0.0033,0.33
EDEN SPRINGS (NORWAY) AS,2019,NORDRE FOLLO,19622,6424452,0.0031,0.31
LOOMIS NORGE AS,2019,NORDRE FOLLO,16907,6424452,0.0026,0.26
CONGRESS CONFERENCE AS,2019,NORDRE FOLLO,13381,6424452,0.0021,0.21
EHIN AS,2019,NORDRE FOLLO,5570,6424452,9e-4,0.09
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,NORDRE FOLLO,4950,6424452,8e-4,0.08
MOTION PICTURE LICENSING COMPANY NORGE AS,2019,NORDRE FOLLO,4020,6424452,6e-4,0.06
PELIAS NORSK SKADEDYRKONTROLL AS,2019,NORDRE LAND,12264,24981,0.4909,49.09
LOOMIS NORGE AS,2019,NORDRE LAND,6891,24981,0.2758,27.58
CONVENE COLLECTION AS,2019,NORDRE LAND,5826,24981,0.2332,23.32
NORDIC NURSE AS,2019,NORDREISA,1247337,3291963,0.3789,37.89
FOCUS CARE NORGE AS,2019,NORDREISA,1207306,3291963,0.3667,36.67
VIKAR I NORGE AS,2019,NORDREISA,411610,3291963,0.125,12.5
KOOPERATIV BEMANNING AS,2019,NORDREISA,313254,3291963,0.0952,9.52
BERG-HANSEN NORD-NORGE AS,2019,NORDREISA,72649,3291963,0.0221,2.21
CONVENE AS,2019,NORDREISA,29413,3291963,0.0089,0.89
ECURA CARE AS,2019,NORDREISA,7239,3291963,0.0022,0.22
PROFFRENT AS,2019,NORDREISA,3155,3291963,0.001,0.1
CENTRIC CARE AS,2019,NORE OG UVDAL,1794213,4780459,0.3753,37.53
DEDICARE DOCTOR AS,2019,NORE OG UVDAL,1774429,4780459,0.3712,37.12
ECURA CARE AS,2019,NORE OG UVDAL,683667,4780459,0.143,14.3
SEIE AS,2019,NORE OG UVDAL,297910,4780459,0.0623,6.23
RANDSTAD CARE AS,2019,NORE OG UVDAL,175921,4780459,0.0368,3.68
CONVENE AS,2019,NORE OG UVDAL,34806,4780459,0.0073,0.73
KONTROLL OG RÅDGIVNING AS,2019,NORE OG UVDAL,7549,4780459,0.0016,0.16
HOTEL LINK AS,2019,NORE OG UVDAL,7164,4780459,0.0015,0.15
EGENCIA NORWAY AS,2019,NORE OG UVDAL,4800,4780459,0.001,0.1
CENTRIC CARE AS,2019,NOTODDEN,1178340,4539922,0.2596,25.96
MANPOWER AS,2019,NOTODDEN,750736,4539922,0.1654,16.54
SEIE AS,2019,NOTODDEN,742501,4539922,0.1635,16.35
KOOPERATIV BEMANNING AS,2019,NOTODDEN,637910,4539922,0.1405,14.05
ECURA CARE AS,2019,NOTODDEN,595084,4539922,0.1311,13.11
HELSELEVERANDØREN AS,2019,NOTODDEN,272484,4539922,0.06,6
ACCURATE CARE AS,2019,NOTODDEN,215851,4539922,0.0475,4.75
RENTOKIL INITIAL NORGE AS,2019,NOTODDEN,47798,4539922,0.0105,1.05
EDEN SPRINGS (NORWAY) AS,2019,NOTODDEN,36038,4539922,0.0079,0.79
CONVENE AS,2019,NOTODDEN,30036,4539922,0.0066,0.66
LOOMIS NORGE AS,2019,NOTODDEN,12451,4539922,0.0027,0.27
RAC NORWAY AS,2019,NOTODDEN,10831,4539922,0.0024,0.24
PELIAS NORSK SKADEDYRKONTROLL AS,2019,NOTODDEN,4024,4539922,9e-4,0.09
VIKING REDNINGSTJENESTE AS,2019,NOTODDEN,3742,4539922,8e-4,0.08
EGENCIA NORWAY AS,2019,NOTODDEN,2096,4539922,5e-4,0.05
RANDSTAD CARE AS,2019,NÆRØYSUND,2826597,9162693,0.3085,30.85
KLETOR AS,2019,NÆRØYSUND,1840732,9162693,0.2009,20.09
ECURA CARE AS,2019,NÆRØYSUND,1364045,9162693,0.1489,14.89
DEDICARE DOCTOR AS,2019,NÆRØYSUND,1246768,9162693,0.1361,13.61
ACCURATE CARE AS,2019,NÆRØYSUND,926968,9162693,0.1012,10.12
DEDICARE AS,2019,NÆRØYSUND,887680,9162693,0.0969,9.69
CONVENE AS,2019,NÆRØYSUND,62720,9162693,0.0068,0.68
FIRST RENT A CAR NORWAY AS,2019,NÆRØYSUND,3858,9162693,4e-4,0.04
RENTOKIL INITIAL NORGE AS,2019,NÆRØYSUND,3325,9162693,4e-4,0.04
ECURA CARE AS,2019,OPPDAL,3262373,3292452,0.9909,99.09
PELIAS NORSK SKADEDYRKONTROLL AS,2019,OPPDAL,18236,3292452,0.0055,0.55
EGENCIA NORWAY AS,2019,OPPDAL,7159,3292452,0.0022,0.22
MOTION PICTURE LICENSING COMPANY NORGE AS,2019,OPPDAL,4684,3292452,0.0014,0.14
FOCUS CARE NORGE AS,2019,ORKLAND,1496964,2803329,0.534,53.4
VIKAR I NORGE AS,2019,ORKLAND,568480,2803329,0.2028,20.28
KONSTALI HELSENOR AS,2019,ORKLAND,258143,2803329,0.0921,9.21
LENAS HELSEPERSONELL AS,2019,ORKLAND,180345,2803329,0.0643,6.43
OPTICE AS,2019,ORKLAND,99000,2803329,0.0353,3.53
ACCURATE CARE AS,2019,ORKLAND,82616,2803329,0.0295,2.95
HOTEL LINK AS,2019,ORKLAND,51637,2803329,0.0184,1.84
CONVENE AS,2019,ORKLAND,32331,2803329,0.0115,1.15
BOSS NORGE AS,2019,ORKLAND,13940,2803329,0.005,0.5
RENTOKIL INITIAL NORGE AS,2019,ORKLAND,9330,2803329,0.0033,0.33
EGENCIA NORWAY AS,2019,ORKLAND,6666,2803329,0.0024,0.24
KONTROLL OG RÅDGIVNING AS,2019,ORKLAND,3877,2803329,0.0014,0.14
ECURA CARE AS,2019,OS (INNLANDET),433198,587085,0.7379,73.79
KONSTALI HELSENOR AS,2019,OS (INNLANDET),141043,587085,0.2402,24.02
VIKING REDNINGSTJENESTE AS,2019,OS (INNLANDET),4855,587085,0.0083,0.83
CONVENE COLLECTION AS,2019,OS (INNLANDET),4458,587085,0.0076,0.76
PELIAS NORSK SKADEDYRKONTROLL AS,2019,OS (INNLANDET),3531,587085,0.006,0.6
VIKAR I NORGE AS,2019,OSEN,590140,625290,0.9438,94.38
CONVENE AS,2019,OSEN,30702,625290,0.0491,4.91
FREMOGRUPPEN AS,2019,OSEN,4448,625290,0.0071,0.71
CENTRIC CARE AS,2019,OSLO,16810376,109590624,0.1534,15.34
NORDIC CARE AS,2019,OSLO,16686659,109590624,0.1523,15.23
DEDICARE AS,2019,OSLO,12775586,109590624,0.1166,11.66
JOBZONE NORGE AS,2019,OSLO,8277166,109590624,0.0755,7.55
AGAIA AS,2019,OSLO,6648119,109590624,0.0607,6.07
MANPOWER AS,2019,OSLO,5519502,109590624,0.0504,5.04
NORDISK VÅRDINSATS AS,2019,OSLO,5029412,109590624,0.0459,4.59
ACCURATE CARE AS,2019,OSLO,4073328,109590624,0.0372,3.72
PACURAMED AS,2019,OSLO,3755945,109590624,0.0343,3.43
KONSTALI HELSENOR AS,2019,OSLO,3688197,109590624,0.0337,3.37
ECURA CARE AS,2019,OSLO,2406016,109590624,0.022,2.2
RANDSTAD CARE AS,2019,OSLO,2375229,109590624,0.0217,2.17
ABILITY FM ØST AS,2019,OSLO,2208808,109590624,0.0202,2.02
RANDSTAD AS,2019,OSLO,1855814,109590624,0.0169,1.69
PROTON GRUPPEN AS,2019,OSLO,1816735,109590624,0.0166,1.66
MALLING & CO DRIFT AS,2019,OSLO,1714887,109590624,0.0156,1.56
ADECCO NORGE AS,2019,OSLO,1504906,109590624,0.0137,1.37
ØSTLANDSKE RENGJØRING AS,2019,OSLO,1294841,109590624,0.0118,1.18
TOMA FACILITY NORGE AS,2019,OSLO,1118016,109590624,0.0102,1.02
SKAARET LANDSKAP AS,2019,OSLO,925347,109590624,0.0084,0.84
HELSELEVERANDØREN AS,2019,OSLO,835110,109590624,0.0076,0.76
RENAS BEDRIFT AS,2019,OSLO,837945,109590624,0.0076,0.76
CONVENE COLLECTION AS,2019,OSLO,491291,109590624,0.0045,0.45
DEDICARE DOCTOR AS,2019,OSLO,417485,109590624,0.0038,0.38
PELIAS NORSK SKADEDYRKONTROLL AS,2019,OSLO,418822,109590624,0.0038,0.38
FIRST RENT A CAR NORWAY AS,2019,OSLO,382445,109590624,0.0035,0.35
FOOD REPUBLIC AS,2019,OSLO,365176,109590624,0.0033,0.33
NORDIC NURSE AS,2019,OSLO,353588,109590624,0.0032,0.32
ROYAL PLUSS AS,2019,OSLO,347209,109590624,0.0032,0.32
EGENCIA NORWAY AS,2019,OSLO,342082,109590624,0.0031,0.31
HOTEL LINK AS,2019,OSLO,338383,109590624,0.0031,0.31
NORWEGIAN PROMOTION GROUP AS,2019,OSLO,313872,109590624,0.0029,0.29
PERSONALHUSET STAFFING GROUP AS,2019,OSLO,276538,109590624,0.0025,0.25
MAID4YOU AS,2019,OSLO,267688,109590624,0.0024,0.24
UNIVERSAL PRESENTKORT AS,2019,OSLO,249482,109590624,0.0023,0.23
CONVENE AS,2019,OSLO,236937,109590624,0.0022,0.22
INSIDER FACILITY SOLUTIONS AS,2019,OSLO,226621,109590624,0.0021,0.21
POLYGON AS,2019,OSLO,232744,109590624,0.0021,0.21
LOOMIS NORGE AS,2019,OSLO,209660,109590624,0.0019,0.19
CENTRUM VINDUSPUSS & RENGJØRINGSBYRÅ AS,2019,OSLO,187254,109590624,0.0017,0.17
RENGJØRINGSSENTRALEN OSLO AS,2019,OSLO,185793,109590624,0.0017,0.17
SOCENTRAL AS,2019,OSLO,148325,109590624,0.0014,0.14
BERGEN KONGRESS & KULTUR AS,2019,OSLO,138932,109590624,0.0013,0.13
RAC NORWAY AS,2019,OSLO,139772,109590624,0.0013,0.13
RENTOKIL INITIAL NORGE AS,2019,OSLO,122452,109590624,0.0011,0.11
EHIN AS,2019,OSLO,113974,109590624,0.001,0.1
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,OSLO,104120,109590624,0.001,0.1
FOKUS1 AS,2019,OSLO,83240,109590624,8e-4,0.08
HÅKONSEN OG SUKKE LANDSKAPSENTREPRENØR AS,2019,OSLO,85630,109590624,8e-4,0.08
LOWELL NORGE AS,2019,OSLO,86987,109590624,8e-4,0.08
N3 NORGE AS,2019,OSLO,91894,109590624,8e-4,0.08
VIKING REDNINGSTJENESTE AS,2019,OSLO,86976,109590624,8e-4,0.08
EASY PARK AS,2019,OSLO,71703,109590624,7e-4,0.07
BRAATHEN LANDSKAPSENTREPRENØR AS,2019,OSLO,40745,109590624,4e-4,0.04
CONFEX NORGE AS,2019,OSLO,42488,109590624,4e-4,0.04
CONGRESS CONFERENCE AS,2019,OSLO,38983,109590624,4e-4,0.04
ATLANTIC MICE TIBE AS,2019,OSLO,27953,109590624,3e-4,0.03
NOKAS VERDIHÅNDTERING AS,2019,OSLO,37491,109590624,3e-4,0.03
VERISURE AS,2019,OSLO,36251,109590624,3e-4,0.03
ELITE VINDUSPUSS AS,2019,OSLO,25674,109590624,2e-4,0.02
MOTION PICTURE LICENSING COMPANY NORGE AS,2019,OSLO,19941,109590624,2e-4,0.02
ADECCO INDUSTRI AS,2019,OSLO,6812,109590624,1e-4,0.01
EDEN SPRINGS (NORWAY) AS,2019,OSLO,7204,109590624,1e-4,0.01
EUROFLORIST NORGE AS,2019,OSLO,7180,109590624,1e-4,0.01
FJELL OG FJORD KONFERANSER AS,2019,OSLO,14266,109590624,1e-4,0.01
ALEKTUM AS,2019,OSLO,3679,109590624,0,0
INTERRENT AS,2019,OSLO,4766,109590624,0,0
SERGEL NORGE AS,2019,OSLO,2172,109590624,0,0
FOCUS CARE NORGE AS,2019,OSTERØY,3881965,7360328,0.5274,52.74
KOOPERATIV BEMANNING AS,2019,OSTERØY,1836115,7360328,0.2495,24.95
ECURA CARE AS,2019,OSTERØY,1532989,7360328,0.2083,20.83
PACURAMED AS,2019,OSTERØY,109259,7360328,0.0148,1.48
CONVENE AS,2019,OVERHALLA,34695,68034,0.51,51
LEGEFORMIDLING I NORGE AS,2019,OVERHALLA,19081,68034,0.2805,28.05
CONGRESS CONFERENCE AS,2019,OVERHALLA,9625,68034,0.1415,14.15
BERGEN KONGRESS & KULTUR AS,2019,OVERHALLA,4633,68034,0.0681,6.81
CONVENE AS,2019,PORSANGER,35847,66274,0.5409,54.09
CONGRESS CONFERENCE AS,2019,PORSANGER,17490,66274,0.2639,26.39
HOTEL LINK AS,2019,PORSANGER,12937,66274,0.1952,19.52
DEDICARE AS,2019,PORSGRUNN,2081718,5921704,0.3515,35.15
KONSTALI HELSENOR AS,2019,PORSGRUNN,1286058,5921704,0.2172,21.72
NORDISK VÅRDINSATS AS,2019,PORSGRUNN,881824,5921704,0.1489,14.89
TELEMARK PARK & HAGEANLEGG AS,2019,PORSGRUNN,448097,5921704,0.0757,7.57
HELSELEVERANDØREN AS,2019,PORSGRUNN,430816,5921704,0.0728,7.28
POLYGON AS,2019,PORSGRUNN,355000,5921704,0.0599,5.99
ACCURATE CARE AS,2019,PORSGRUNN,244896,5921704,0.0414,4.14
CONVENE COLLECTION AS,2019,PORSGRUNN,35879,5921704,0.0061,0.61
FIRST RENT A CAR NORWAY AS,2019,PORSGRUNN,29058,5921704,0.0049,0.49
CONVENE AS,2019,PORSGRUNN,28144,5921704,0.0048,0.48
BERGEN KONGRESS & KULTUR AS,2019,PORSGRUNN,23764,5921704,0.004,0.4
EGENCIA NORWAY AS,2019,PORSGRUNN,19332,5921704,0.0033,0.33
EDEN SPRINGS (NORWAY) AS,2019,PORSGRUNN,16568,5921704,0.0028,0.28
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,PORSGRUNN,14850,5921704,0.0025,0.25
LOOMIS NORGE AS,2019,PORSGRUNN,14151,5921704,0.0024,0.24
HOTEL LINK AS,2019,PORSGRUNN,5006,5921704,8e-4,0.08
LOWELL NORGE AS,2019,PORSGRUNN,4493,5921704,8e-4,0.08
ALEKTUM AS,2019,PORSGRUNN,2050,5921704,3e-4,0.03
KONSTALI HELSENOR AS,2019,RAKKESTAD,443829,976266,0.4546,45.46
NORDIC CARE AS,2019,RAKKESTAD,303913,976266,0.3113,31.13
ECURA CARE AS,2019,RAKKESTAD,202936,976266,0.2079,20.79
HOTEL LINK AS,2019,RAKKESTAD,16338,976266,0.0167,1.67
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,RAKKESTAD,6850,976266,0.007,0.7
EGENCIA NORWAY AS,2019,RAKKESTAD,2400,976266,0.0025,0.25
EMPLOI HELSE AS,2019,RANA,2194221,5058650,0.4338,43.38
ECURA CARE AS,2019,RANA,692863,5058650,0.137,13.7
BERG-HANSEN NORD-NORGE AS,2019,RANA,578486,5058650,0.1144,11.44
NORDIC CARE AS,2019,RANA,508870,5058650,0.1006,10.06
RANDSTAD CARE AS,2019,RANA,362325,5058650,0.0716,7.16
KLETOR AS,2019,RANA,297850,5058650,0.0589,5.89
KONSTALI HELSENOR AS,2019,RANA,267828,5058650,0.0529,5.29
CONVENE COLLECTION AS,2019,RANA,46314,5058650,0.0092,0.92
CONVENE AS,2019,RANA,34391,5058650,0.0068,0.68
BERGEN KONGRESS & KULTUR AS,2019,RANA,23458,5058650,0.0046,0.46
RENTOKIL INITIAL NORGE AS,2019,RANA,16748,5058650,0.0033,0.33
KONTROLL OG RÅDGIVNING AS,2019,RANA,16182,5058650,0.0032,0.32
CONGRESS CONFERENCE AS,2019,RANA,6237,5058650,0.0012,0.12
LOWELL NORGE AS,2019,RANA,5721,5058650,0.0011,0.11
EGENCIA NORWAY AS,2019,RANA,4050,5058650,8e-4,0.08
VERISURE AS,2019,RANA,3106,5058650,6e-4,0.06
KONSTALI HELSENOR AS,2019,RANDABERG,2356068,4137503,0.5694,56.94
PACURAMED AS,2019,RANDABERG,744921,4137503,0.18,18
ADECCO INDUSTRI AS,2019,RANDABERG,502303,4137503,0.1214,12.14
CENTRIC CARE AS,2019,RANDABERG,363196,4137503,0.0878,8.78
POLYGON AS,2019,RANDABERG,62500,4137503,0.0151,1.51
HELSE PERSONAL AS,2019,RANDABERG,34715,4137503,0.0084,0.84
NORDISK VÅRDINSATS AS,2019,RANDABERG,20342,4137503,0.0049,0.49
PELIAS NORSK SKADEDYRKONTROLL AS,2019,RANDABERG,16750,4137503,0.004,0.4
HOTEL LINK AS,2019,RANDABERG,14515,4137503,0.0035,0.35
BERGEN KONGRESS & KULTUR AS,2019,RANDABERG,6984,4137503,0.0017,0.17
RENTOKIL INITIAL NORGE AS,2019,RANDABERG,6000,4137503,0.0015,0.15
FJELL OG FJORD KONFERANSER AS,2019,RANDABERG,5248,4137503,0.0013,0.13
MOTION PICTURE LICENSING COMPANY NORGE AS,2019,RANDABERG,3961,4137503,0.001,0.1
HELSELEVERANDØREN AS,2019,RAUMA,2283400,6273047,0.364,36.4
KONSTALI HELSENOR AS,2019,RAUMA,1908008,6273047,0.3042,30.42
ACCURATE CARE AS,2019,RAUMA,968388,6273047,0.1544,15.44
CENTRIC CARE AS,2019,RAUMA,485217,6273047,0.0773,7.73
DEDICARE DOCTOR AS,2019,RAUMA,458427,6273047,0.0731,7.31
PELIAS NORSK SKADEDYRKONTROLL AS,2019,RAUMA,53384,6273047,0.0085,0.85
NORDISK VÅRDINSATS AS,2019,RAUMA,41634,6273047,0.0066,0.66
CONVENE AS,2019,RAUMA,38268,6273047,0.0061,0.61
ALEKTUM AS,2019,RAUMA,20206,6273047,0.0032,0.32
HOTEL LINK AS,2019,RAUMA,4917,6273047,8e-4,0.08
NOKAS VERDIHÅNDTERING AS,2019,RAUMA,4655,6273047,7e-4,0.07
VIKING REDNINGSTJENESTE AS,2019,RAUMA,4069,6273047,6e-4,0.06
RAC NORWAY AS,2019,RAUMA,2474,6273047,4e-4,0.04
KLETOR AS,2019,RENDALEN,2791673,4506519,0.6195,61.95
VIKAR I NORGE AS,2019,RENDALEN,1677640,4506519,0.3723,37.23
CONVENE AS,2019,RENDALEN,31873,4506519,0.0071,0.71
HOTEL LINK AS,2019,RENDALEN,5333,4506519,0.0012,0.12
VIKAR I NORGE AS,2019,RENNEBU,465702,501050,0.9295,92.95
CONVENE AS,2019,RENNEBU,31344,501050,0.0626,6.26
RENTOKIL INITIAL NORGE AS,2019,RENNEBU,4004,501050,0.008,0.8
CONVENE AS,2019,RINDAL,2981,5127,0.5814,58.14
HOTEL LINK AS,2019,RINDAL,2146,5127,0.4186,41.86
HOTEL LINK AS,2019,RINGERIKE,95300,373973,0.2548,25.48
RANDSTAD CARE AS,2019,RINGERIKE,85042,373973,0.2274,22.74
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2019,RINGERIKE,61450,373973,0.1643,16.43
SEIE AS,2019,RINGERIKE,27913,373973,0.0746,7.46
RAC NORWAY AS,2019,RINGERIKE,25359,373973,0.0678,6.78
EASY PARK AS,2019,RINGERIKE,23680,373973,0.0633,6.33
CONVENE COLLECTION AS,2019,RINGERIKE,13233,373973,0.0354,3.54
EHIN AS,2019,RINGERIKE,11080,373973,0.0296,2.96
ECURA CARE AS,2019,RINGERIKE,10200,373973,0.0273,2.73
VIKING REDNINGSTJENESTE AS,2019,RINGERIKE,7952,373973,0.0213,2.13
FIRST RENT A CAR NORWAY AS,2019,RINGERIKE,5975,373973,0.016,1.6
BERGEN KONGRESS & KULTUR AS,2019,RINGERIKE,4538,373973,0.0121,1.21
UNIVERSAL PRESENTKORT AS,2019,RINGERIKE,2251,373973,0.006,0.6
ECURA CARE AS,2019,RINGSAKER,2928489,5831919,0.5021,50.21
ACCURATE CARE AS,2019,RINGSAKER,2783940,5831919,0.4774,47.74
EGENCIA NORWAY AS,2019,RINGSAKER,27268,5831919,0.0047,0.47
VIKING REDNINGSTJENESTE AS,2019,RINGSAKER,26741,5831919,0.0046,0.46
EDEN SPRINGS (NORWAY) AS,2019,RINGSAKER,20538,5831919,0.0035,0.35
JOBBSYS.NO AS,2019,RINGSAKER,10707,5831919,0.0018,0.18
FIRST RENT A CAR NORWAY AS,2019,RINGSAKER,9171,5831919,0.0016,0.16
RAC NORWAY AS,2019,RINGSAKER,7947,5831919,0.0014,0.14
TOMA FACILITY NORGE AS,2019,RINGSAKER,8025,5831919,0.0014,0.14
N3 NORGE AS,2019,RINGSAKER,6992,5831919,0.0012,0.12
CONVENE COLLECTION AS,2019,RINGSAKER,2101,5831919,4e-4,0.04
ACCURATE CARE AS,2019,RÅDE,3248525,4301455,0.7552,75.52
KOOPERATIV BEMANNING AS,2019,RÅDE,861040,4301455,0.2002,20.02
ECURA CARE AS,2019,RÅDE,100394,4301455,0.0233,2.33
RENTOKIL INITIAL NORGE AS,2019,RÅDE,34489,4301455,0.008,0.8
SEIE AS,2019,RÅDE,32106,4301455,0.0075,0.75
KONTROLL OG RÅDGIVNING AS,2019,RÅDE,24901,4301455,0.0058,0.58
NORDIC CARE AS,2019,RÆLINGEN,6167148,7008588,0.8799,87.99
TOMA FACILITY NORGE AS,2019,RÆLINGEN,557302,7008588,0.0795,7.95
RANDSTAD CARE AS,2019,RÆLINGEN,218347,7008588,0.0312,3.12
HOTEL LINK AS,2019,RÆLINGEN,38471,7008588,0.0055,0.55
ABILITY FM ØST AS,2019,RÆLINGEN,11768,7008588,0.0017,0.17
INSIDER FACILITY SOLUTIONS AS,2019,RÆLINGEN,7821,7008588,0.0011,0.11
CENTRUM VINDUSPUSS & RENGJØRINGSBYRÅ AS,2019,RÆLINGEN,5281,7008588,8e-4,0.08
